Querylength,domain_token_count,path_token_count,longdomaintokenlen,avgpathtokenlen,tld,charcompvowels,charcompace,ldl_url,ldl_path,ldl_getArg,dld_path,dld_getArg,pathLength,subDirLen,this.fileExtLen,ArgLen,ArgUrlRatio,domainUrlRatio,pathDomainRatio,NumberofDotsinURL,CharacterContinuityRate,URL_DigitCount,Extension_DigitCount,URL_Letter_Count,host_letter_count,Filename_LetterCount,Query_LetterCount,Domain_LongestWordLength,Path_LongestWordLength,Arguments_LongestWordLength,URL_sensitiveWord,spcharUrl,delimeter_path,NumberRate_URL,NumberRate_FileName,NumberRate_AfterPath,SymbolCount_URL,SymbolCount_Directoryname,SymbolCount_FileName,Entropy_URL,Entropy_Domain,Entropy_Filename,Entropy_Extension,Entropy_Afterpath,class
21,3,19,6,1,3,20,12,1,1,1,0,0,97,97,2,92,0.779661,0.118644066,6.928571,5,0.5,15,15,78,12,9,19,6,9,21,2,5,5,0.127118644,-1,0,18,-1,-1,0.704653881,0.760709623,-1,-1,0.749645244,1
74,2,8,10,1,2,10,10,18,18,18,14,14,93,93,2,88,0.7719298,0.12280702,6.642857,1,0.78571427,40,40,62,13,2,32,10,8,10,0,3,2,0.350877193,0.449438202,0.454545455,7,1,4,0.714337357,0.87327371,0.714157883,0,0.710180093,1
21,3,13,11,1,3,22,14,0,0,0,0,0,83,83,2,78,0.7222222,0.16666667,4.611111,5,0.6666667,1,1,86,16,9,19,11,14,21,1,5,3,0.009259259,0.02173913,0,18,6,8,0.672190784,0.760187533,0.772223607,0.766223908,0.749645244,1
21,3,13,9,1,3,18,12,1,0,0,0,0,83,83,2,78,0.7222222,0.16666667,4.611111,5,0.6111111,2,1,85,15,9,19,9,14,21,1,5,3,0.018518519,0.02173913,0,18,6,8,0.685948342,0.85671355,0.784500717,0.781025797,0.749645244,1
21,3,13,10,1,3,19,14,1,0,0,0,0,83,83,2,78,0.7222222,0.16666667,4.611111,5,0.6111111,4,1,83,13,9,19,3,14,21,1,5,3,0.037037037,0.02173913,0,18,6,8,0.705085239,0.83006772,0.801779893,0.793869092,0.749645244,1
0,3,20,6,1,3,18,13,2,2,2,0,0,85,85,2,80,0.754717,0.13207547,6.071429,6,0.5,2,1,76,12,2,0,6,7,0,0,11,5,0.018867925,0.05,0,21,14,3,0.667317831,0.798230986,0.875577667,0,0.76491287,1
0,3,18,11,1,3,21,15,2,2,2,0,0,80,80,2,75,0.71428573,0.17142858,4.4444447,6,0.6666667,2,1,79,16,2,0,11,9,0,0,9,5,0.019047619,0.05,0,19,12,3,0.67673057,0.840125022,0.875577667,0,0.778747365,1
0,3,20,5,1,3,18,13,2,2,2,0,0,85,85,2,80,0.7619048,0.123809524,6.5384617,6,0.46153846,2,1,75,11,2,0,5,7,0,0,11,5,0.019047619,0.05,0,21,14,3,0.676802835,0.818007335,0.875577667,0,0.76491287,1
22,3,13,6,1,3,20,13,1,0,0,0,0,83,83,2,78,0.75,0.13461539,5.928571,5,0.5,4,0,79,9,9,19,3,10,21,1,5,3,0.038461538,0,0.014285714,18,11,3,0.704043646,0.87327371,0.829302025,0.759176003,0.732408693,1
21,3,13,6,1,3,18,12,1,0,0,0,0,83,83,2,78,0.75,0.13461539,5.928571,5,0.5,4,1,79,9,9,19,3,14,21,1,5,3,0.038461538,0.027027027,0,18,8,6,0.70735357,0.87327371,0.832608559,0.853913376,0.754498392,1
21,3,13,6,1,3,20,13,1,0,0,0,0,83,83,2,78,0.75,0.13461539,5.928571,5,0.5,4,1,79,9,9,19,3,14,21,1,5,3,0.038461538,0.02173913,0,18,6,8,0.704043646,0.87327371,0.801779893,0.793869092,0.749645244,1
21,3,13,6,1,3,18,12,1,0,0,0,0,83,83,2,78,0.75,0.13461539,5.928571,5,0.5,4,1,79,9,9,19,3,14,21,1,5,3,0.038461538,0.02173913,0,18,6,8,0.70735357,0.87327371,0.800243551,0.802517619,0.749645244,1
0,3,20,7,1,3,17,12,2,2,2,0,0,81,81,2,76,0.7378641,0.14563107,5.4,6,0.53333336,2,1,74,13,2,0,7,6,0,0,11,5,0.019417476,0.0625,0,20,14,2,0.667568187,0.803598715,0.9375,0,0.76491287,1
6,3,20,7,1,3,17,12,2,2,2,0,0,81,81,2,76,0.7378641,0.14563107,5.4,6,0.53333336,2,0,74,13,2,4,7,6,0,0,11,5,0.019417476,0,0.025,20,16,0,0.665197481,0.850607753,1,0,0.803293552,1
0,3,20,7,1,3,17,12,2,2,2,0,0,81,81,2,76,0.7378641,0.14563107,5.4,6,0.53333336,2,1,74,13,2,0,7,6,0,0,11,5,0.019417476,0.0625,0,20,14,2,0.665197481,0.850607753,0.9375,0,0.76491287,1
35,3,20,7,1,3,17,12,2,2,2,0,0,80,80,2,75,0.7352941,0.14705883,5.3333335,6,0.53333336,2,0,74,13,2,26,7,6,0,0,11,5,0.019607843,0,0.025641026,19,15,0,0.661201928,0.850607753,1,0,0.79685556,1
0,3,20,7,1,3,17,12,2,2,2,0,0,80,80,2,75,0.7352941,0.14705883,5.3333335,6,0.53333336,2,1,74,13,2,0,7,8,0,0,11,5,0.019607843,0.066666667,0,19,14,1,0.661201928,0.850607753,0.931744527,0,0.76491287,1
0,3,16,7,1,3,18,13,2,2,2,0,0,80,80,2,75,0.7352941,0.14705883,5.3333335,6,0.53333336,2,2,73,13,6,0,7,7,0,0,7,5,0.019607843,0.047619048,0,20,8,9,0.682014534,0.850607753,0.781946928,0.789730882,0.778747365,1
6,3,18,11,1,3,20,14,2,2,2,0,0,76,76,2,71,0.7029703,0.17821783,4.2222223,6,0.6666667,2,0,76,16,2,4,11,9,0,0,9,5,0.01980198,0,0.029411765,18,14,0,0.676180583,0.840125022,1,0,0.832231467,1
0,3,18,11,1,3,18,13,2,2,2,0,0,76,76,2,71,0.7029703,0.17821783,4.2222223,6,0.6666667,2,1,76,16,2,0,11,9,0,0,9,5,0.01980198,0.0625,0,18,12,2,0.674698809,0.840125022,0.9375,0,0.778747365,1
6,3,18,13,1,3,18,13,2,2,2,0,0,73,73,2,68,0.6732673,0.20792079,3.4761906,6,0.6666667,2,0,75,19,2,4,13,6,0,0,9,5,0.01980198,0,0.026315789,19,15,0,0.687347877,0.80198475,1,0,0.816823303,1
0,3,18,13,1,3,18,13,2,2,2,0,0,73,73,2,68,0.6732673,0.20792079,3.4761906,6,0.6666667,2,1,75,19,2,0,13,7,0,0,9,5,0.01980198,0.05,0,19,12,3,0.687347877,0.80198475,0.875577667,0,0.778747365,1
22,2,13,6,1,2,19,13,0,0,0,0,0,83,83,2,78,0.78,0.1,8.3,4,0.7,1,0,79,9,9,19,6,14,21,1,5,3,0.01,0,0.014285714,17,11,3,0.705495201,0.939794001,0.829302025,0.759176003,0.734070606,1
21,2,13,6,1,2,18,12,0,0,0,0,0,83,83,2,78,0.78,0.1,8.3,4,0.7,1,1,79,9,9,19,6,14,21,1,5,3,0.01,0.02173913,0,17,6,8,0.692866452,0.939794001,0.755046096,0.732027582,0.749645244,1
21,2,13,6,1,2,19,13,0,0,0,0,0,83,83,2,78,0.78,0.1,8.3,4,0.7,1,1,79,9,9,19,6,14,21,1,5,3,0.01,0.02173913,0,17,6,8,0.705495201,0.939794001,0.7875734,0.765687336,0.749645244,1
0,3,18,11,1,3,20,14,2,2,2,0,0,75,75,2,70,0.7,0.18,4.1666665,6,0.6666667,2,1,76,16,2,0,11,9,0,0,9,5,0.02,0.066666667,0,17,12,1,0.672235719,0.840125022,0.931744527,0,0.778747365,1
0,3,18,5,1,3,19,13,2,2,2,0,0,80,80,2,75,0.75,0.13,6.1538463,6,0.46153846,2,1,74,11,2,0,5,9,0,0,9,5,0.02,0.05,0,19,12,3,0.698988914,0.818007335,0.875577667,0,0.778747365,1
6,3,16,5,1,3,18,13,2,2,2,0,0,80,80,2,75,0.75,0.13,6.1538463,6,0.46153846,2,1,71,11,6,4,5,6,0,0,7,5,0.02,0.037037037,0.026315789,20,11,6,0.694992707,0.818007335,0.742024387,0.752672695,0.816823303,1
6,2,18,6,1,2,18,13,2,2,2,0,0,80,80,2,75,0.77319586,0.10309278,8,5,0.8,6,0,68,5,2,4,3,9,0,0,9,5,0.06185567,0,0.026315789,18,15,0,0.714706543,1,1,0,0.816823303,1
6,3,18,13,1,3,17,12,2,2,2,0,0,69,69,2,64,0.6597938,0.21649484,3.2857144,6,0.6666667,2,0,72,19,2,4,13,6,0,0,9,5,0.020618557,0,0.029411765,18,14,0,0.690414409,0.883401528,1,0,0.832231467,1
0,3,18,13,1,3,17,12,2,2,2,0,0,69,69,2,64,0.6597938,0.21649484,3.2857144,6,0.6666667,2,1,72,19,2,0,13,6,0,0,9,5,0.020618557,0.0625,0,18,12,2,0.690414409,0.883401528,0.9375,0,0.778747365,1
6,3,18,5,1,3,18,12,2,2,2,0,0,76,76,2,71,0.7395833,0.13541667,5.8461537,6,0.46153846,2,0,71,11,2,4,5,9,0,0,9,5,0.020833333,0,0.029411765,18,14,0,0.700195959,0.818007335,1,0,0.832231467,1
6,3,18,5,1,3,18,13,2,2,2,0,0,76,76,2,71,0.7395833,0.13541667,5.8461537,6,0.46153846,2,0,71,11,2,4,5,9,0,0,9,5,0.020833333,0,0.029411765,18,14,0,0.698006504,0.818007335,1,0,0.832231467,1
6,3,18,5,1,3,18,13,2,2,2,0,0,76,76,2,71,0.7395833,0.13541667,5.8461537,6,0.46153846,2,0,71,11,2,4,5,9,0,0,9,5,0.020833333,0,0.029411765,18,14,0,0.702941067,0.818007335,1,0,0.832231467,1
6,3,18,8,1,3,18,13,2,2,2,0,0,73,73,2,68,0.7083333,0.16666667,4.5625,6,0.5625,2,0,70,14,2,4,8,6,0,0,9,5,0.020833333,0,0.026315789,19,15,0,0.686483703,0.863204883,1,0,0.816823303,1
0,3,18,8,1,3,18,13,2,2,2,0,0,73,73,2,68,0.7083333,0.16666667,4.5625,6,0.5625,2,1,70,14,2,0,8,7,0,0,9,5,0.020833333,0.05,0,19,12,3,0.686483703,0.863204883,0.875577667,0,0.778747365,1
0,3,18,13,1,3,17,12,2,2,2,0,0,68,68,2,63,0.65625,0.21875,3.2380953,6,0.6666667,2,1,72,19,2,0,13,8,0,0,9,5,0.020833333,0.066666667,0,17,12,1,0.686479362,0.883401528,0.931744527,0,0.778747365,1
6,4,18,9,1,4,17,12,2,2,2,0,0,69,69,2,64,0.6666667,0.20833333,3.45,7,0.5,2,0,70,17,2,4,9,6,0,0,9,5,0.020833333,0,0.029411765,19,14,0,0.680901965,0.783026382,1,0,0.832231467,1
0,4,18,9,1,4,17,12,2,2,2,0,0,69,69,2,64,0.6666667,0.20833333,3.45,7,0.5,2,1,70,17,2,0,9,6,0,0,9,5,0.020833333,0.0625,0,19,12,2,0.680901965,0.783026382,0.9375,0,0.778747365,1
0,4,18,5,1,4,18,13,2,2,2,0,0,73,73,2,68,0.7083333,0.16666667,4.5625,7,0.375,2,1,69,13,2,0,5,7,0,0,9,5,0.020833333,0.05,0,20,12,3,0.695231725,0.820159766,0.875577667,0,0.778747365,1
0,3,18,7,1,3,18,13,2,2,2,0,0,73,73,2,68,0.7157895,0.15789473,4.866667,6,0.53333336,2,1,69,13,2,0,7,7,0,0,9,5,0.021052632,0.05,0,19,12,3,0.687091607,0.850607753,0.875577667,0,0.778747365,1
0,3,18,8,1,3,18,13,2,2,2,0,0,73,73,2,68,0.7157895,0.15789473,4.866667,6,0.6,2,1,69,13,2,0,8,7,0,0,9,5,0.021052632,0.05,0,19,12,3,0.687939699,0.782352279,0.875577667,0,0.778747365,1
29,3,18,5,1,3,18,13,2,2,2,0,0,75,75,2,70,0.7368421,0.1368421,5.769231,6,0.46153846,2,0,71,11,2,22,5,9,0,0,9,5,0.021052632,0,0.03030303,17,13,0,0.699123875,0.818007335,1,0,0.825671769,1
32,3,5,32,1,3,7,6,10,5,5,3,3,43,43,2,38,0.40425533,0.4680851,0.97727275,2,0.3409091,48,24,37,18,2,8,7,5,0,0,3,0,0.510638298,0.615384615,0.631578947,6,1,2,0.692236228,0.764256218,0.777450394,0,0.76996281,1
32,3,5,32,1,3,7,7,10,5,5,2,2,43,43,2,38,0.40425533,0.4680851,0.97727275,2,0.3409091,38,19,47,23,2,13,7,5,0,0,3,0,0.404255319,0.487179487,0.5,6,1,2,0.68286414,0.74922951,0.767747812,0,0.759933788,1
32,3,5,32,1,3,10,9,20,10,10,8,8,43,43,2,38,0.40425533,0.4680851,0.97727275,2,0.25,38,19,47,23,2,13,7,5,0,0,3,0,0.404255319,0.487179487,0.5,6,1,2,0.687455565,0.759488626,0.768232288,0,0.760434565,1
0,2,18,8,1,2,16,11,1,1,1,0,0,75,75,2,70,0.7446808,0.12765957,6.25,5,0.75,1,0,68,11,2,0,8,6,0,0,11,4,0.010638298,0,0,18,14,1,0.642620006,0.860528527,1,0,0.76491287,1
6,3,18,6,1,3,18,13,2,2,2,0,0,73,73,2,68,0.7234042,0.14893617,5.214286,6,0.5,2,0,68,12,2,4,6,6,0,0,9,5,0.021276596,0,0.026315789,19,15,0,0.690189384,0.798230986,1,0,0.816823303,1
0,3,18,6,1,3,18,13,2,2,2,0,0,73,73,2,68,0.7234042,0.14893617,5.214286,6,0.5,2,1,68,12,2,0,6,7,0,0,9,5,0.021276596,0.05,0,19,12,3,0.690189384,0.798230986,0.875577667,0,0.778747365,1
0,3,18,6,1,3,18,13,2,2,2,0,0,73,73,2,68,0.7234042,0.14893617,5.214286,6,0.5,2,1,68,12,2,0,6,7,0,0,9,5,0.021276596,0.05,0,19,12,3,0.693623518,0.798230986,0.875577667,0,0.778747365,1
6,3,18,6,1,3,18,13,2,2,2,0,0,73,73,2,68,0.7234042,0.14893617,5.214286,6,0.5,2,0,68,12,2,4,6,6,0,0,9,5,0.021276596,0,0.026315789,19,15,0,0.692827868,0.798230986,1,0,0.816823303,1
6,3,18,6,1,3,18,13,2,2,2,0,0,73,73,2,68,0.7234042,0.14893617,5.214286,6,0.5,2,0,68,12,2,4,6,6,0,0,9,5,0.021276596,0,0.026315789,19,15,0,0.689194177,0.798230986,1,0,0.816823303,1
0,3,18,6,1,3,18,13,2,2,2,0,0,73,73,2,68,0.7234042,0.14893617,5.214286,6,0.5,2,1,68,12,2,0,6,7,0,0,9,5,0.021276596,0.05,0,19,12,3,0.703199617,0.774871827,0.875577667,0,0.778747365,1
6,2,18,6,1,2,17,12,2,2,2,0,0,76,76,2,71,0.76344085,0.10752688,7.6,5,0.8,6,0,65,5,2,4,3,9,0,0,9,5,0.064516129,0,0.029411765,17,14,0,0.71487348,1,1,0,0.832231467,1
0,2,18,6,1,2,17,12,2,2,2,0,0,76,76,2,71,0.76344085,0.10752688,7.6,5,0.8,6,1,65,5,2,0,3,9,0,0,9,5,0.064516129,0.0625,0,17,12,2,0.71487348,1,0.9375,0,0.778747365,1
0,3,18,7,1,3,15,10,1,1,1,0,0,71,71,2,66,0.7096774,0.16129032,4.733333,6,0.53333336,1,0,67,13,2,0,7,6,0,0,11,4,0.010752688,0,0,18,14,0,0.664561197,0.803598715,1,0,0.76491287,1
6,3,18,5,1,3,18,13,2,2,2,0,0,73,73,2,68,0.7311828,0.13978495,5.6153846,6,0.46153846,2,0,67,11,2,4,5,6,0,0,9,5,0.021505376,0,0.026315789,19,15,0,0.702753264,0.818007335,1,0,0.816823303,1
0,3,18,5,1,3,18,13,2,2,2,0,0,73,73,2,68,0.7311828,0.13978495,5.6153846,6,0.46153846,2,1,67,11,2,0,5,7,0,0,9,5,0.021505376,0.05,0,19,12,3,0.702753264,0.818007335,0.875577667,0,0.778747365,1
6,2,18,8,1,2,18,13,2,2,2,0,0,73,73,2,68,0.73913044,0.13043478,6.0833335,5,0.75,2,0,67,11,2,4,8,6,0,0,9,5,0.02173913,0,0.026315789,18,15,0,0.676213609,0.860528527,1,0,0.816823303,1
0,3,18,4,1,3,18,13,3,2,2,0,0,73,73,2,68,0.73913044,0.13043478,6.0833335,6,0.5,4,1,64,8,2,0,3,7,0,0,9,5,0.043478261,0.05,0,19,12,3,0.713391326,0.842980982,0.875577667,0,0.778747365,1
6,3,18,4,1,3,18,13,2,2,2,0,0,73,73,2,68,0.73913044,0.13043478,6.0833335,6,0.41666666,2,0,66,10,2,4,4,6,0,0,9,5,0.02173913,0,0.026315789,19,15,0,0.695305126,0.796490491,1,0,0.816823303,1
0,3,18,4,1,3,18,13,2,2,2,0,0,73,73,2,68,0.73913044,0.13043478,6.0833335,6,0.41666666,2,1,66,10,2,0,4,7,0,0,9,5,0.02173913,0.05,0,19,12,3,0.695305126,0.796490491,0.875577667,0,0.778747365,1
0,3,18,8,1,3,17,12,2,2,2,0,0,69,69,2,64,0.6956522,0.17391305,4.3125,6,0.3125,2,1,66,13,2,0,4,6,0,0,9,5,0.02173913,0.0625,0,18,12,2,0.68589319,0.78125,0.9375,0,0.778747365,1
0,3,18,6,1,3,18,13,2,2,2,0,0,73,73,2,68,0.73913044,0.13043478,6.0833335,6,0.5833333,2,1,66,10,2,0,6,7,0,0,9,5,0.02173913,0.05,0,19,12,3,0.686980016,0.796490491,0.875577667,0,0.778747365,1
0,2,18,7,1,2,18,13,2,2,2,0,0,73,73,2,68,0.74725276,0.12087912,6.6363635,5,0.72727275,2,1,66,10,2,0,7,7,0,0,9,5,0.021978022,0.05,0,18,12,3,0.696521533,1,0.875577667,0,0.778747365,1
6,2,18,5,1,2,18,13,2,2,2,0,0,76,76,2,71,0.7802198,0.08791209,9.5,5,0.75,2,0,67,7,2,4,5,9,0,0,9,5,0.021978022,0,0.029411765,17,14,0,0.697137072,1,1,0,0.832231467,1
0,2,18,5,1,2,17,12,2,2,2,0,0,76,76,2,71,0.7802198,0.08791209,9.5,5,0.75,2,1,67,7,2,0,5,9,0,0,9,5,0.021978022,0.0625,0,17,12,2,0.707029335,1,0.9375,0,0.778747365,1
0,2,18,5,1,2,18,13,2,2,2,0,0,76,76,2,71,0.7802198,0.08791209,9.5,5,0.75,2,1,67,7,2,0,5,9,0,0,9,5,0.021978022,0.0625,0,17,12,2,0.697137072,1,0.9375,0,0.778747365,1
0,3,18,8,1,3,17,12,2,2,2,0,0,69,69,2,64,0.7032967,0.16483517,4.6,6,0.8,10,1,58,5,2,0,3,6,0,0,9,5,0.10989011,0.0625,0,18,12,2,0.711402942,0.714096806,0.9375,0,0.778747365,1
0,2,18,5,1,2,18,13,2,2,2,0,0,75,75,2,70,0.7777778,0.08888889,9.375,5,0.75,2,1,67,7,2,0,5,9,0,0,9,5,0.022222222,0.066666667,0,16,12,1,0.693019947,1,0.931744527,0,0.778747365,1
0,3,18,6,1,3,17,12,2,2,2,0,0,69,69,2,64,0.7111111,0.15555556,4.928571,6,0.5,2,1,65,12,2,0,6,6,0,0,9,5,0.022222222,0.0625,0,18,12,2,0.690364279,0.798230986,0.9375,0,0.778747365,1
0,2,18,5,1,2,18,13,3,2,2,0,0,73,73,2,68,0.76404494,0.101123594,8.111111,5,0.6666667,3,1,63,7,2,0,3,7,0,0,9,5,0.033707865,0.05,0,18,12,3,0.703355996,0.859793388,0.875577667,0,0.778747365,1
0,2,18,7,1,2,15,10,1,1,1,0,0,71,71,2,66,0.74157304,0.123595506,6.4545455,5,0.72727275,1,0,64,10,2,0,7,6,0,0,11,4,0.011235955,0,0,17,14,0,0.655270389,0.894885518,1,0,0.76491287,1
0,3,18,5,1,3,17,12,2,2,2,0,0,69,69,2,64,0.71910113,0.14606741,5.3076925,6,0.46153846,2,1,64,11,2,0,5,6,0,0,9,5,0.02247191,0.0625,0,18,12,2,0.702392752,0.818007335,0.9375,0,0.778747365,1
6,3,18,5,1,3,17,12,2,2,2,0,0,69,69,2,64,0.71910113,0.14606741,5.3076925,6,0.46153846,2,0,64,11,2,4,5,6,0,0,9,5,0.02247191,0,0.029411765,18,14,0,0.698922579,0.760739973,1,0,0.832231467,1
0,3,18,5,1,3,17,12,2,2,2,0,0,69,69,2,64,0.71910113,0.14606741,5.3076925,6,0.46153846,2,1,64,11,2,0,5,6,0,0,9,5,0.02247191,0.0625,0,18,12,2,0.698922579,0.760739973,0.9375,0,0.778747365,1
0,3,18,6,1,3,17,12,2,2,2,0,0,69,69,2,64,0.71910113,0.14606741,5.3076925,6,0.53846157,2,1,64,11,2,0,6,6,0,0,9,5,0.02247191,0.0625,0,18,12,2,0.700837079,0.776432235,0.9375,0,0.778747365,1
6,2,18,8,1,2,17,12,2,2,2,0,0,69,69,2,64,0.72727275,0.13636364,5.75,5,0.75,2,0,64,11,2,4,8,6,0,0,9,5,0.022727273,0,0.029411765,17,14,0,0.674354172,0.860528527,1,0,0.832231467,1
0,2,18,8,1,2,17,12,2,2,2,0,0,69,69,2,64,0.72727275,0.13636364,5.75,5,0.75,2,1,64,11,2,0,8,6,0,0,9,5,0.022727273,0.0625,0,17,12,2,0.674354172,0.860528527,0.9375,0,0.778747365,1
0,2,18,7,1,2,15,10,1,1,1,0,0,70,70,2,65,0.7386364,0.125,6.3636365,5,0.72727275,1,0,64,10,2,0,7,6,0,0,11,4,0.011363636,0,0,17,14,0,0.650473119,0.894885518,1,0,0.76491287,1
0,3,18,5,1,3,17,12,2,2,2,0,0,69,69,2,64,0.72727275,0.13636364,5.75,6,0.5,2,1,63,10,2,0,5,6,0,0,9,5,0.022727273,0.0625,0,18,12,2,0.683797842,0.75,0.9375,0,0.778747365,1
0,3,17,5,1,3,14,10,1,1,1,0,0,68,68,2,63,0.71590906,0.14772727,5.230769,5,0.46153846,1,0,63,11,2,0,5,6,0,0,11,3,0.011363636,0,0,17,13,0,0.669813616,0.818007335,1,0,0.76491287,1
6,2,18,7,1,2,17,12,2,2,2,0,0,69,69,2,64,0.7356322,0.12643678,6.2727275,5,0.72727275,2,0,63,10,2,4,7,6,0,0,9,5,0.022988506,0,0.029411765,17,14,0,0.696517069,1,1,0,0.832231467,1
0,2,18,8,1,2,17,12,2,2,2,0,0,68,68,2,63,0.7241379,0.13793103,5.6666665,5,0.75,2,1,64,11,2,0,8,8,0,0,9,5,0.022988506,0.066666667,0,16,12,1,0.669768178,0.860528527,0.931744527,0,0.778747365,1
0,3,18,4,1,3,17,12,2,2,2,0,0,69,69,2,64,0.7356322,0.12643678,6.2727275,6,0.45454547,2,1,62,9,2,0,4,6,0,0,9,5,0.022988506,0.0625,0,18,12,2,0.689236638,0.769933633,0.9375,0,0.778747365,1
0,2,18,7,1,2,17,12,2,2,2,0,0,68,68,2,63,0.73255813,0.12790698,6.181818,5,0.72727275,2,1,63,10,2,0,7,8,0,0,9,5,0.023255814,0.066666667,0,16,12,1,0.692191378,1,0.931744527,0,0.778747365,1
29,3,18,4,1,3,17,12,3,2,2,0,0,68,68,2,63,0.73255813,0.12790698,6.181818,6,0.54545456,4,0,60,7,2,22,3,6,0,0,9,5,0.046511628,0,0.03030303,17,13,0,0.695663785,0.822490874,1,0,0.825671769,1
29,3,17,4,1,3,17,12,3,2,2,0,0,67,67,2,63,0.7411765,0.12941177,6.090909,6,0.54545456,4,0,60,7,2,22,3,6,0,0,8,5,0.047058824,0,0.03030303,17,13,0,0.699881326,0.822490874,1,0,0.825671769,1
0,2,18,5,1,2,17,12,3,2,2,0,0,68,68,2,63,0.75,0.10714286,7.5555553,5,0.6666667,3,1,60,7,2,0,3,8,0,0,9,5,0.035714286,0.066666667,0,16,12,1,0.698814843,0.859793388,0.931744527,0,0.778747365,1
0,3,16,5,1,3,15,10,1,1,1,0,0,58,58,2,53,0.67948717,0.16666667,4.4615383,6,0.46153846,1,0,57,11,2,0,5,6,0,0,9,4,0.012820513,0,0,16,12,0,0.693013764,0.818007335,1,0,0.778747365,1
21,3,11,6,1,3,14,9,0,0,0,0,0,56,56,2,51,0.66233766,0.18181819,4,5,0.5,0,0,61,12,9,19,6,9,21,1,6,3,0,0,0,12,7,1,0.703339247,0.784068782,0.953509509,1,0.757551003,1
35,3,12,11,1,3,13,10,2,2,2,0,0,51,51,2,46,0.6052632,0.23684211,2.8333333,4,0.6666667,2,1,58,16,2,29,11,9,0,0,6,3,0.026315789,0.066666667,0.043478261,12,7,1,0.723541183,0.840125022,0.931744527,0,0.777517048,1
31,3,12,13,1,3,10,8,2,2,2,0,0,45,45,2,40,0.5479452,0.28767124,2.142857,4,0.6666667,2,0,54,19,2,23,13,6,0,0,6,3,0.02739726,0,0.05,13,9,0,0.750927197,0.883401528,1,0,0.809142524,1
34,3,13,7,1,3,10,8,2,2,2,0,0,50,50,2,45,0.625,0.20833333,3.3333333,4,0.53333336,2,1,52,13,2,26,7,8,0,0,7,3,0.027777778,0.066666667,0.044444444,13,8,1,0.722160494,0.850607753,0.931744527,0,0.783582689,1
